,Unnamed: 0,logs,cat
3616,3616,a new one in the amazon was great and i bought a laptop ,shopping
287,287,bought eggs and milk,food
5686,5686,broadband networks are charged by credit,bills
220,220,this is a day of shopping and i bought food ,food
2147,2147,i was on my way to kashmir today ,transport
1913,1913,but i was forced to sell it today i had to put on gasoline ,transport
5237,5237,he bought a new tv but ,shopping
3488,3488,buy ray ban sunglasses at the airport ,shopping
2946,2946,i went for a walk in munnar,transport
1639,1639,it must be repaired today ,transport
177,177,green vegetables ,food
1104,1104,dinner was delicious!,food
2992,2992,booked air ticket for denmark,transport
4522,4522,the phone i bought you was brand new ,shopping
6388,6388,this was the bill of the district in which the new legislation was paid ,bills
2855,2855,trip expenses,transport
574,574,then he went to the market for food for sale ,food
2045,2045,uber cost for day ,transport
4927,4927,purchase ready ready ,shopping
2162,2162,he went to chennai,transport
4890,4890,school bag ,shopping
3670,3670,amazon is own playstation,shopping
1329,1329,today i filled the car ,transport
3030,3030,second class ac train,transport
343,343,i bought the groceries today ,food
970,970,order food over uber eat ,food
3501,3501,two new ones i bought today,shopping
2845,2845,i had to fill the cars today ,transport
3289,3289,new smart watch ,shopping
5750,5750,my house is paid out of our accounts ,bills
1085,1085,i ate a couple of afternoon sandwiches ,food
1094,1094,i have an afternoon meal for him ,food
3908,3908,i bought two jeans and a shirt for my date ,shopping
5712,5712,i just paid for a house today ,bills
3925,3925,i bought a uniform for kids,shopping
3502,3502,a pair of pants i bought yesterday ,shopping
3895,3895,today i bought groceries from an online store in the city of san francisco ,shopping
3590,3590,i just got an iphone 8 ,shopping
2085,2085,i had to get in today is uber ,transport
1330,1330,i didn not pump up gas today ,transport
511,511,i bought ice cream and bread today ,food
1766,1766,expenses for travel,transport
6146,6146,i paid this month is loan ,bills
4364,4364,i bought on netflix,shopping
1853,1853,i go to us a little bit today cause,transport
4838,4838,new smart watch,shopping
5874,5874,sales fees,bills
1494,1494,he went for a bike ride ,transport
73,73,coffee and fried porridge today ,food
1047,1047,i ordered burger in uber hotel eats ,food
2378,2378,today i was going home on my way,transport
2039,2039,auber cost for the day,transport
4199,4199,spending on shopping,shopping
5209,5209,i bought a brand new graphics card ,shopping
3589,3589,i bought an iphone 8 today ,shopping
5665,5665,my monthly fees are completely paid,bills
4825,4825,i just bought a new hard disk ,shopping
1902,1902,i just came out on a short ride today ,transport
3006,3006,i booked our tickets ,transport
3714,3714,the amount of cash for the new television,shopping
1,1,he bought food at the hotel ,food
1661,1661,my car is not running anymore! today my car isn not running anymore ,transport
314,314,she made an egg and a loaf ,food
6071,6071,emi deducted from my account ,bills
18,18,we bought food from the hotel ,food
676,676,i bought food today to make you happy ,food
3013,3013,a second class ac train is expected for the next,transport
903,903,today is lunch,food
2734,2734,i went to the gas station for petrol ,transport
2728,2728,i went into the gas station and found out ,transport
2676,2676,parking number for today,transport
2729,2729,i went to the gas station and i filled the gas tank ,transport
53,53,today i bought cold drinks and breakfast ,food
1780,1780,amount for diesel in diesel fueled vehicles,transport
4046,4046,purchased desktop,shopping
3729,3729,i bought the tv today ,shopping
3317,3317,gas consumption,shopping
550,550,i bought some stuff from the superstore ,food
1070,1070,dinner is going to be here for me i have lunch,food
4733,4733,i bought ticket to cinema ,shopping
5361,5361,i bought a new motorcycle ,shopping
4697,4697,i bought tickets to the theatre ,shopping
474,474,total cost of supply of a shopping basket on groceries ,food
5764,5764,i paid for the house this month!,bills
4575,4575,i m buying someone a new car ,shopping
5074,5074,i just bought my rain jacket ,shopping
4301,4301,i paid a full fee for this new smartphone ,shopping
589,589,i bought all this from the supermarket today ,food
3419,3419,i m buying jackets today ,shopping
4610,4610,material for the fabric,shopping
3306,3306,I bought a new headphone,shopping
5534,5534,i paid for house maintenance today ,bills
1850,1850,tickets for the plane,transport
610,610,today i bought fresh fruit and vegetables ,food
5631,5631,i paid bills today ,bills
1991,1991,by the rain i had to get a cab and ride by the office ,transport
776,776,bought all house food and bread ,food
4300,4300,paid in whole amount with no new phone ,shopping
1204,1204,booked air tickets,transport
1675,1675,i bought 1 litre of gas today!,transport
1275,1275,i had breakfast at the hotel ,transport
1421,1421,i m on kochi road today ,transport
2177,2177,booked for tickets,transport
1516,1516,my bike is broke today ,transport
5484,5484,the bill for the electricty committee was very high this month ,bills
6189,6189,this year tax returns,bills
1456,1456,she went to town for a drive ,transport
2274,2274,cost of auto to office,transport
3140,3140,ticket reservation booked ,transport
3930,3930,she gave the kids a set of uniforms ,shopping
539,539,i went to the baker and bought some ,food
3326,3326,heating expenses,shopping
5514,5514,water bill payment,bills
5833,5833,i paid for my paycheck ,bills
4496,4496,so a smart watch bought by an idiot ,shopping
3880,3880,today i bought my fridge from a local store ,shopping
3271,3271,smartwatch bought,shopping
4446,4446,expenditure for shopping,shopping
536,536,i went to the bar and bought a cake ,food
2292,2292,auto initiatives at home and office for business ,transport
3699,3699,money for a new tv,shopping
208,208,purchase fruit and vegetables green ,food
5184,5184,i bought a new soundphone ,shopping
5188,5188,i bought a new audio device ,shopping
1518,1518,my bike is broken today ,transport
4475,4475,i bought a new chronograph ,shopping
3516,3516,and i was really happy about the new saree and bought it ,shopping
3310,3310,purchase perfume,shopping
3753,3753,i bought the shoes yesterday ,shopping
3236,3236,for big indian sales i bought smartphones and Laptop,shopping
5685,5685,charges for internet connections are paid,bills
2157,2157,i go after chinese train on train,transport
426,426,teddy your food will cost me ,food
6525,6525,I have to pay my yearly tax returns,bills
3286,3286,I went and purchased some new books,shopping
6084,6084,this month emi will be credited to the bank in the car for my car ,bills
1721,1721,i m here to come to kollam today ,transport
1549,1549,i had to run a bus ,transport
1240,1240,i just took my car to office because of rain,transport
4675,4675,i took a new notebook for macbook pro on a new computer,shopping
3322,3322,cost of gas,shopping
5107,5107,i bought a color printer i don not know why ,shopping
1670,1670,today my car was emptied ,transport
3624,3624,the new amazon deal was great and i bought a laptop for a living ,shopping
5655,5655,mobile service has fully repaid,bills
2552,2552,petrol is now charged,transport
3863,3863,i bought a watch online in flipkart ,shopping
4617,4617,i bought jeans and pants ,shopping
929,929,what do you mean money spent for dinner?,food
6503,6503,I paid my channel subscription rent,bills
972,972,order the food out of uber eats ,food
2139,2139,and today i m going to kashmir flight ,transport
827,827,i bought coconut and vegetarian ,food
1459,1459,and went for a drive in town so ,transport
2691,2691,parking price for today,transport
6133,6133,pay for the mobile,bills
4357,4357,i bought netflix subscriptions no,shopping
6406,6406,i paid my bills for that month ,bills
6074,6074,emi will take my account into account,bills
3354,3354,i went for the trip and on the expense list,shopping
376,376,today i went out to buy vegetables ,food
1218,1218,my car break down so i had to go by uber,transport
4917,4917,order prepared uniforms,shopping
2973,2973,a flight to delhi,transport
3093,3093,the police in my car,transport
2704,2704,fill up the gas line ,transport
2073,2073,i had an uber today ,transport
3837,3837,i bought a new novel but ,shopping
4551,4551,i bought another brand new phone ,shopping
5965,5965,my bill is fully paid ,bills
311,311,they bought eggs and bread ,food
738,738,i bought a hamburger with a sandwich today ,food
3121,3121,book ticket,transport
5863,5863,payments,bills
3951,3951,i bought uniforms ,shopping
3691,3691,today i ordered a mobile phone ,shopping
5519,5519,i paid the rent today ,bills
2099,2099,the bike was fixed ,transport
3864,3864,i bought a watch in reverse flip,shopping
5814,5814,emo bills,bills
1889,1889,travel to korea to see mr dorje ,transport
4232,4232,i went shopping today to buy my shoes ,shopping
1295,1295,fill gas,transport
1317,1317,today i fill gas station ,transport
3996,3996,this is a day of shopping for my shoes ,shopping
1793,1793,car replacement car ,transport
5026,5026,i bought a new movie ,shopping
4113,4113,i bought the xbox today ,shopping
6477,6477,purchase new car,bills
4415,4415,i paid for amazon prime for a month in the hope of catching a plane ,shopping
5182,5182,the headset i bought was a new headset ,shopping
24,24,snacks and sweets,food
648,648,you ll have the bread and eggs ,food
719,719,i bought fish and biscuits ,food
210,210,fruits and vegetables,food
5113,5113,i bought a color scanner ,shopping
2507,2507,my bike isn not working so i must have repaired it ,transport
2628,2628,i ve just been in the city of homw ,transport
2391,2391,i had to come home at the bus depot today,transport
3531,3531,i really enjoyed the new saree and i bought it from the gallery ,shopping
4755,4755,i m buying novels ,shopping
809,809,i bought an ounce of beans today and 1 litre of olive oil today and they are in,food
1852,1852,airport ticket voucher,transport
3249,3249,purchased a desktop computer,shopping
226,226,and today i m going to eat something,food
606,606,and today i m eating fruit and vegetables fresh fresh fresh fresh fresh ,food
2373,2373,it was a day of terrible things and today i had to go to my home on the bus ,transport
1174,1174,I bought meals in the afternoon,food
4972,4972,sports shoes jogging in the running ,shopping
4591,4591,purchased cotton fabrics for marriage,shopping
2017,2017,i took uber ,transport
1985,1985,i had to take a cab to the office ,transport
6251,6251,i ve already paid for this year is insurance ,bills
3726,3726,today i bought the lcd ,shopping
6307,6307,i paid my monthly subscription fee ,bills
5172,5172,bought phones,shopping
